 #V_push =    3.21887583E-02
   199.969376          2.67531776           3.14837545E-02 	   6.43676567    
   199.979370          2.67578340           6.18683025E-02 	   6.43708754    
   199.989365          2.67655849           9.33070034E-02 	   6.43740940    
   199.999359          2.67765141          0.125362635     	   6.43773079    
   200.009354          2.67906666          0.157691658     	   6.43805265    
   200.019348          2.68080544          0.190035358     	   6.43837452    
   200.029343          2.68286681          0.222204775     	   6.43869638    
   200.039337          2.68524837          0.254065037     	   6.43901777    
   200.049332          2.68794656          0.285521746     	   6.43933964    
   200.059326          2.69095707          0.316509962     	   6.43966150    
   200.069321          2.69427490          0.346985966     	   6.43998289    
   200.079315          2.69789481          0.376921207     	   6.44030476    
   200.089310          2.70181131          0.406297863     	   6.44062662    
   200.099304          2.70601892          0.435105711     	   6.44094801    
   200.109299          2.71051168          0.463339925     	   6.44126987    
   200.119293          2.71528387          0.490999460     	   6.44159174    
   200.129288          2.72032976          0.518086016     	   6.44191313    
   200.139282          2.72564363          0.544603109     	   6.44223499    
   200.149277          2.73122001          0.570555687     	   6.44255686    
   200.159271          2.73705292          0.595949590     	   6.44287825    
   200.169266          2.74313712          0.620791316     	   6.44320011    
   200.179260          2.74946690          0.645087779     	   6.44352198    
   200.189255          2.75603700          0.668846250     	   6.44384336    
   200.199249          2.76284194          0.692074120     	   6.44416523    
   200.209244          2.76987672          0.714778960     	   6.44448709    
   200.219238          2.77713585          0.736968398     	   6.44480848    
   200.229233          2.78461432          0.758650064     	   6.44513035    
   200.239227          2.79230714          0.779831529     	   6.44545221    
   200.249222          2.80020928          0.800520420     	   6.44577360    
   200.259216          2.80831599          0.820724249     	   6.44609547    
   200.269211          2.81662226          0.840450466     	   6.44641733    
   200.279205          2.82512355          0.859706521     	   6.44673872    
   200.289200          2.83381486          0.878499687     	   6.44706059    
   200.299194          2.84269190          0.896837234     	   6.44738245    
   200.309189          2.85175014          0.914726257     	   6.44770384    
   200.319183          2.86098504          0.932173908     	   6.44802570    
   200.329178          2.87039232          0.949187100     	   6.44834757    
   200.339172          2.87996745          0.965772748     	   6.44866896    
   200.349167          2.88970637          0.981937647     	   6.44899082    
   200.359161          2.89960480          0.997688532     	   6.44931269    
   200.369156          2.90965867           1.01303196     	   6.44963455    
   200.379150          2.91986394           1.02797449     	   6.44995594    
