 #V_push =    6.43775165E-02
   400.079132          18.8031158           6.87128156E-02 	   25.7561016    
   400.089142          18.8041210          0.132515103     	   25.7567444    
   400.099152          18.8057671          0.196789593     	   25.7573891    
   400.109161          18.8080559          0.260696501     	   25.7580338    
   400.119171          18.8109798          0.323798746     	   25.7586784    
   400.129181          18.8145294          0.385877490     	   25.7593231    
   400.139191          18.8186932          0.446828008     	   25.7599678    
   400.149200          18.8234615          0.506604552     	   25.7606125    
   400.159210          18.8288212          0.565191746     	   25.7612553    
   400.169220          18.8347607          0.622590065     	   25.7618999    
   400.179230          18.8412685          0.678807974     	   25.7625446    
   400.189240          18.8483334          0.733858287     	   25.7631893    
   400.199249          18.8559418          0.787755847     	   25.7638340    
   400.209259          18.8640842          0.840516627     	   25.7644787    
   400.219269          18.8727493          0.892157018     	   25.7651234    
   400.229279          18.8819237          0.942693591     	   25.7657661    
   400.239288          18.8915997          0.992142916     	   25.7664108    
   400.249298          18.9017639           1.04052150     	   25.7670555    
   400.259308          18.9124069           1.08784556     	   25.7677002    
   400.269318          18.9235172           1.13413131     	   25.7683449    
   400.279327          18.9350853           1.17939472     	   25.7689896    
   400.289337          18.9471016           1.22365153     	   25.7696342    
   400.299347          18.9595547           1.26691723     	   25.7702770    
   400.309357          18.9724369           1.30920720     	   25.7709217    
   400.319366          18.9857368           1.35053647     	   25.7715664    
   400.329376          18.9994450           1.39092004     	   25.7722111    
   400.339386          19.0135517           1.43037271     	   25.7728558    
   400.349396          19.0280495           1.46890891     	   25.7735004    
   400.359406          19.0429268           1.50654292     	   25.7741451    
   400.369415          19.0581760           1.54328907     	   25.7747879    
   400.379425          19.0737896           1.57916117     	   25.7754326    
   400.389435          19.0897579           1.61417294     	   25.7760773    
   400.399445          19.1060715           1.64833796     	   25.7767220    
   400.409454          19.1227226           1.68166971     	   25.7773666    
   400.419464          19.1397018           1.71418130     	   25.7780113    
   400.429474          19.1570034           1.74588585     	   25.7786560    
   400.439484          19.1746178           1.77679610     	   25.7792988    
   400.449493          19.1925373           1.80692470     	   25.7799435    
   400.459503          19.2107544           1.83628428     	   25.7805882    
   400.469513          19.2292614           1.86488700     	   25.7812328    
   400.479523          19.2480507           1.89274514     	   25.7818775    
   400.489532          19.2671146           1.91987062     	   25.7825222    
   400.499542          19.2864456           1.94627523     	   25.7831650    
   400.509552          19.3060379           1.97197068     	   25.7838097    
   400.519562          19.3258839           1.99696851     	   25.7844543    
   400.529572          19.3459759           2.02128005     	   25.7850990    
   400.539581          19.3663082           2.04491639     	   25.7857437    
   400.549591          19.3868732           2.06788874     	   25.7863884    
   400.559601          19.4076633           2.09020782     	   25.7870331    
   400.569611          19.4286747           2.11188436     	   25.7876759    
   400.579620          19.4498997           2.13292885     	   25.7883205    
   400.589630          19.4713306           2.15335178     	   25.7889652    
   400.599640          19.4929638           2.17316365     	   25.7896099    
   400.609650          19.5147915           2.19237447     	   25.7902546    
   400.619659          19.5368080           2.21099424     	   25.7908993    
   400.629669          19.5590096           2.22903275     	   25.7915440    
   400.639679          19.5813885           2.24649978     	   25.7921867    
   400.649689          19.6039391           2.26340485     	   25.7928314    
   400.659698          19.6266556           2.27975750     	   25.7934761    
   400.669708          19.6495323           2.29556704     	   25.7941208    
   400.679718          19.6725655           2.31084251     	   25.7947655    
